source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,comm_samp,depth,replicate,size_frac_low,size_frac_up,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,samp_size_mass,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON-220322-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,http://example.com/BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,NA,2022-09-26,2022-09-30 00:00:00,-70,2022-07-18,2023-07-18 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220322_micro_2
EMOBON-220322-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,http://example.com/BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220322_micro_3
EMOBON-220322-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,http://example.com/BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,4,NA,NA,Van Veen Grab,SoSOP3,"Tube broke, Problem with underway data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220322_micro_4
EMOBON-220322-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,http://example.com/BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,blank,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220322_micro_blank
EMOBON-220322-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,http://example.com/BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,blank,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220322_micro_blank
EMOBON-220420-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,micro,20,1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9141,NA,NA,false,NA,2022-09-26,2022-09-30 00:00:00,-70,2022-07-18,2023-07-18 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220420_micro_1
EMOBON-220420-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220421,Annelien Rigaux,NA,ebb_tide,micro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9142,NA,NA,false,NA,2022-09-26,2022-09-30 00:00:00,-70,2022-07-18,2023-07-18 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220421_micro_2
EMOBON-220420-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220422,Annelien Rigaux,NA,ebb_tide,micro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9143,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220422_micro_3
EMOBON-220420-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220423,Annelien Rigaux,NA,ebb_tide,micro,20,4,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9144,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220423_micro_4
EMOBON-220420-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220424,Annelien Rigaux,NA,ebb_tide,micro,20,blank,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9145,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220424_micro_blank
EMOBON-220420-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220425,Annelien Rigaux,NA,ebb_tide,micro,20,blank,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9146,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220425_micro_blank
EMOBON-220420-BPNS-So3-Macro-R1,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220426,Annelien Rigaux,NA,ebb_tide,macro,20,1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9147,NA,NA,false,NA,2022-09-26,2022-09-30 00:00:00,4,2023-06-01,2023-06-01 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220426_macro_1
EMOBON-220420-BPNS-So3-Macro-R2,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220427,Annelien Rigaux,NA,ebb_tide,macro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9148,NA,NA,false,NA,2022-09-26,2022-09-30 00:00:00,4,,,,,,http://example.com/EMOBON_BPNS_So_220427_macro_2
EMOBON-220420-BPNS-So3-Macro-R3,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220428,Annelien Rigaux,NA,ebb_tide,macro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9149,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220428_macro_3
EMOBON-220420-BPNS-So3-Macro-R4,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220429,Annelien Rigaux,NA,ebb_tide,macro,20,4,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9150,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220429_macro_4
EMOBON-220420-BPNS-So3-Macro-B,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,http://example.com/32644,unidentified,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220430,Annelien Rigaux,NA,ebb_tide,macro,20,blank,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9151,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220430_macro_blank
EMOBON-220420-BPNS-SoSOP3-Meio-R1,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220431,Annelien Rigaux,NA,ebb_tide,meio,20,1,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,false,639.4,2022-10-03,2022-10-05 00:00:00,-20,2022-11-15,2022-11-16 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220431_meio_1
EMOBON-220420-BPNS-SoSOP3-Meio-R2,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220432,Annelien Rigaux,NA,ebb_tide,meio,20,2,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,false,627.8,2022-10-03,2022-10-05 00:00:00,-20,2022-11-15,2022-11-16 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220432_meio_2
EMOBON-220420-BPNS-SoSOP3-Meio-R3,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220433,Annelien Rigaux,NA,ebb_tide,meio,20,3,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,true,598.6,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220433_meio_3
EMOBON-220420-BPNS-SoSOP3-Meio-R4,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220434,Annelien Rigaux,NA,ebb_tide,meio,20,4,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,true,650,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220434_meio_4
EMOBON-220420-BPNS-SoSOP3-Meio-B,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,http://example.com/32644,unidentified,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,http://example.com/BPNS_So_220435,Annelien Rigaux,NA,ebb_tide,meio,20,blank,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220435_meio_blank
EMOBON-220601-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,1,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9141,NA,NA,false,NA,2022-09-26,2022-09-30 00:00:00,-70,2022-07-18,2023-07-18 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220601_micro_1
EMOBON-220601-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,2,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9142,NA,NA,false,NA,2022-09-26,2022-09-30 00:00:00,-70,2022-07-18,2023-07-18 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220601_micro_2
EMOBON-220601-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,3,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9143,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220601_micro_3
EMOBON-220601-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,4,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9144,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220601_micro_4
EMOBON-220601-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,blank,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9145,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220601_micro_blank
EMOBON-220601-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,blank,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9146,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220601_micro_blank
EMOBON-220601-BPNS-SoSOP3-Meio-R1,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,1,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,"UGent MarBiol Freezer #11, Box#65",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,false,302.5,2022-10-03,2022-10-05 00:00:00,-20,2022-11-15,2022-11-16 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220601_meio_1
EMOBON-220601-BPNS-SoSOP3-Meio-R2,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,2,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,"UGent MarBiol Freezer #11, Box#66",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,false,248.9,2022-10-03,2022-10-05 00:00:00,-20,2022-11-15,2022-11-16 00:00:00,,,,http://example.com/EMOBON_BPNS_So_220601_meio_2
EMOBON-220601-BPNS-SoSOP3-Meio-R3,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,3,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,"UGent MarBiol Freezer #11, Box#67",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,true,282.7,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220601_meio_3
EMOBON-220601-BPNS-SoSOP3-Meio-R4,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,http://example.com/33208,Metazoa,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,4,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,"UGent MarBiol Freezer #11, Box#68",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,true,329.4,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220601_meio_4
EMOBON-220601-BPNS-SoSOP3-Meio-B,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,http://example.com/32644,unidentified,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,http://example.com/BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,blank,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01,"UGent MarBiol Freezer #11, Box#69",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_220601_meio_blank
EMOBON-220819-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,1,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,"sampling failed; Winch issues, no Van Veen possible",NA,http://example.com/EMOBON_BPNS_So_220601_micro_1
EMOBON-220819-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,2,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,"sampling failed; Winch issues, no Van Veen possible",NA,http://example.com/EMOBON_BPNS_So_220601_micro_2
EMOBON-220819-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,3,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,"sampling failed; Winch issues, no Van Veen possible",NA,http://example.com/EMOBON_BPNS_So_220601_micro_3
EMOBON-220819-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,4,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,"sampling failed; Winch issues, no Van Veen possible",NA,http://example.com/EMOBON_BPNS_So_220601_micro_4
EMOBON-220819-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,blank,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,"sampling failed; Winch issues, no Van Veen possible",NA,http://example.com/EMOBON_BPNS_So_220601_micro_blank
EMOBON-220819-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,http://example.com/32644,unidentified,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,http://example.com/BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,blank,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,"sampling failed; Winch issues, no Van Veen possible",NA,http://example.com/EMOBON_BPNS_So_220601_micro_blank
EMOBON-221027-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,http://example.com/BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,micro,20,1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9141,NA,NA,false,NA,2023-06-13,2023-06-19 00:00:00,-70,,,,,,http://example.com/EMOBON_BPNS_So_221027_micro_1
EMOBON-221027-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,http://example.com/BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,micro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9142,NA,NA,false,NA,2023-06-13,2023-06-19 00:00:00,-70,,,,,,http://example.com/EMOBON_BPNS_So_221027_micro_2
EMOBON-221027-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,http://example.com/BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,micro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9143,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_221027_micro_3
EMOBON-221027-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,http://example.com/412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,http://example.com/BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,micro,20,4,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9144,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://example.com/EMOBON_BPNS_So_221027_micro_4
